shipment_id,date,origin,destination,distance_km,product_category,vehicle_type,packaging_quality,avg_speed_kmph,transit_duration_hr,ambient_temp_c,humidity_pct,effective_transit_temp_c,safe_temp_min_c,safe_temp_max_c,temp_excursion_hours,base_shelf_life_hr,remaining_shelf_life_hr,spoilage_risk
9029,2024-06-15,Ludhiana,Delhi,310,Leafy Greens,Standard Truck,Standard,47.8,9.1,33.3,60,28.0,1,4,21.89,96,43.7,Low
9030,2024-01-20,Ahmedabad,Mumbai,525,Frozen Goods,Insulated Non-Refrigerated,Basic,48.5,17.34,22.3,44,14.6,-20,-12,46.11,720,679.1,Low
9031,2024-08-23,Vijayawada,Chennai,440,Tomatoes & Produce,Refrigerated Truck,Premium (Insulated + Gel Packs),41.3,18.04,29.1,80,15.5,10,15,0.82,168,156.1,Low
9032,2024-12-02,Ludhiana,Delhi,310,Pharma (Vaccines),Standard Truck,Premium (Insulated + Gel Packs),40.1,15.44,18.3,55,17.9,2,8,15.22,240,226.0,Low
9033,2024-08-04,Ludhiana,Delhi,310,Bakery,Insulated Non-Refrigerated,Basic,44.8,9.39,29.8,76,27.7,10,20,7.2,48,33.8,Low
9034,2024-10-17,Ooty,Chennai,565,Pharma (Vaccines),Standard Truck,Standard,52.3,16.26,26.0,78,24.7,2,8,27.14,240,123.4,Low
9035,2024-09-20,Coimbatore,Kochi,190,Seafood,Standard Truck,Basic,47.6,11.76,20.3,89,18.2,0,4,16.68,36,0.0,High
9036,2024-08-03,Kolkata,Patna,585,Seafood,Standard Truck,Basic,49.5,14.05,30.8,78,27.8,0,4,33.38,36,0.9,High
9037,2024-05-16,Nagpur,Hyderabad,500,Milk & Dairy,Standard Truck,Basic,40.7,18.23,37.1,35,35.2,2,8,49.67,48,0.0,High
9038,2024-01-11,Ooty,Chennai,565,Pharma (Vaccines),Refrigerated Truck,Premium (Insulated + Gel Packs),48.5,12.68,24.1,72,8.5,2,8,0.63,240,235.1,Low
9039,2024-12-22,Guwahati,Kolkata,1000,Pharma (Vaccines),Refrigerated Truck,Basic,43.1,26.62,17.4,55,13.1,2,8,13.62,240,163.5,Low
9040,2024-08-28,Coimbatore,Kochi,190,Leafy Greens,Standard Truck,Premium (Insulated + Gel Packs),45.9,11.83,28.1,78,21.3,1,4,20.52,96,38.5,Low
9041,2024-10-28,Ahmedabad,Mumbai,525,Leafy Greens,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),47.2,13.42,25.8,60,13.8,1,4,13.12,96,52.9,Low
9042,2024-01-12,Ahmedabad,Mumbai,525,Bakery,Refrigerated Truck,Standard,51.2,17.9,17.8,55,17.2,10,20,0.0,48,31.6,Low
9043,2024-06-11,Ludhiana,Delhi,310,Leafy Greens,Refrigerated Truck,Standard,54.7,11.26,33.3,60,15.2,1,4,12.64,96,57.9,Low
9044,2024-07-12,Guwahati,Kolkata,1000,Bakery,Insulated Non-Refrigerated,Standard,53.0,25.66,29.4,75,26.6,10,20,16.88,48,11.4,Medium
9045,2024-10-19,Pune,Bengaluru,840,Leafy Greens,Insulated Non-Refrigerated,Basic,50.5,21.66,26.5,60,23.2,1,4,41.62,96,0.0,High
9046,2024-07-18,Ahmedabad,Mumbai,525,Bakery,Refrigerated Truck,Basic,42.2,19.78,29.8,75,25.9,10,20,11.76,48,24.6,Low
9047,2024-06-14,Ahmedabad,Mumbai,525,Milk & Dairy,Insulated Non-Refrigerated,Standard,52.9,12.67,32.8,60,22.3,2,8,18.14,48,0.0,High
9048,2024-10-20,Ahmedabad,Mumbai,525,Leafy Greens,Standard Truck,Premium (Insulated + Gel Packs),42.2,17.69,25.8,60,23.2,1,4,33.95,96,8.0,High
9049,2024-02-20,Indore,Bhopal,195,Seafood,Refrigerated Truck,Standard,50.2,7.84,20.6,50,11.0,0,4,5.51,36,4.7,High
9050,2024-09-07,Coimbatore,Kochi,190,Poultry & Meat,Standard Truck,Standard,52.2,11.39,27.1,70,23.9,0,4,22.69,72,2.6,High
9051,2024-02-21,Guwahati,Kolkata,1000,Tomatoes & Produce,Refrigerated Truck,Premium (Insulated + Gel Packs),52.7,20.35,20.4,50,13.7,10,15,0.0,168,141.0,Low
9052,2024-12-19,Kolkata,Patna,585,Pharma (Vaccines),Standard Truck,Basic,38.0,20.87,18.5,65,17.8,2,8,20.49,240,134.1,Low
9053,2024-12-11,Indore,Bhopal,195,Pharma (Vaccines),Standard Truck,Standard,42.4,7.57,17.6,55,16.2,2,8,6.2,240,201.3,Low
9054,2024-04-15,Ludhiana,Delhi,310,Tomatoes & Produce,Standard Truck,Premium (Insulated + Gel Packs),45.8,13.72,32.3,40,27.3,10,15,16.85,168,120.4,Low
9055,2024-06-21,Nashik,Mumbai,180,Bakery,Refrigerated Truck,Standard,41.3,6.84,34.9,60,23.8,10,20,2.61,48,44.3,Low
9056,2024-09-11,Coimbatore,Kochi,190,Frozen Goods,Insulated Non-Refrigerated,Standard,53.2,8.68,27.1,70,14.1,-20,-12,22.69,720,663.6,Low
9057,2024-09-14,Ooty,Chennai,565,Seafood,Standard Truck,Basic,51.5,17.56,27.7,70,26.6,0,4,39.62,36,1.4,High
9058,2024-12-07,Pune,Bengaluru,840,Pharma (Vaccines),Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),46.6,24.72,18.5,55,13.3,2,8,13.06,240,185.1,Low
9059,2024-06-22,Jaipur,Delhi,280,Leafy Greens,Refrigerated Truck,Standard,38.5,8.4,34.3,60,16.9,1,4,10.83,96,55.3,Low
9060,2024-03-26,Coimbatore,Kochi,190,Leafy Greens,Refrigerated Truck,Standard,42.5,9.6,25.1,65,10.2,1,4,5.92,96,79.8,Low
9061,2024-11-10,Indore,Bhopal,195,Tomatoes & Produce,Standard Truck,Basic,50.6,9.56,21.6,55,18.7,10,15,3.49,168,150.1,Low
9062,2024-06-02,Ahmedabad,Mumbai,525,Poultry & Meat,Standard Truck,Standard,44.4,17.32,32.8,60,30.3,0,4,45.5,72,3.0,High
9063,2024-07-05,Ooty,Chennai,565,Seafood,Insulated Non-Refrigerated,Standard,50.3,15.43,29.7,75,20.9,0,4,26.12,36,0.0,High
9064,2024-08-11,Kolkata,Patna,585,Milk & Dairy,Insulated Non-Refrigerated,Standard,52.7,18.98,30.8,78,23.3,2,8,28.98,48,0.0,High
9065,2024-04-13,Nagpur,Hyderabad,500,Seafood,Insulated Non-Refrigerated,Standard,43.9,16.85,33.1,40,21.8,0,4,29.99,36,2.3,High
9066,2024-09-11,Guwahati,Kolkata,1000,Pharma (Vaccines),Insulated Non-Refrigerated,Standard,47.4,27.11,27.4,70,19.1,2,8,29.99,240,84.9,Medium
9067,2024-11-21,Indore,Bhopal,195,Leafy Greens,Standard Truck,Premium (Insulated + Gel Packs),45.7,10.72,21.6,55,17.8,1,4,14.8,96,43.0,Low
9068,2024-02-08,Jaipur,Delhi,280,Leafy Greens,Insulated Non-Refrigerated,Standard,38.9,13.0,22.3,50,14.5,1,4,13.66,96,63.9,Low
9069,2024-10-01,Ooty,Chennai,565,Seafood,Insulated Non-Refrigerated,Standard,45.9,17.44,27.8,69,20.3,0,4,28.42,36,4.1,High
9070,2024-04-19,Nashik,Mumbai,180,Milk & Dairy,Refrigerated Truck,Standard,50.3,9.31,33.1,40,18.5,2,8,9.79,48,10.8,Medium
9071,2024-05-27,Nashik,Mumbai,180,Poultry & Meat,Insulated Non-Refrigerated,Standard,48.4,9.73,37.9,35,26.1,0,4,21.49,72,16.4,Medium
9072,2024-05-15,Guwahati,Kolkata,1000,Poultry & Meat,Refrigerated Truck,Standard,47.8,25.79,35.4,35,18.8,0,4,38.06,72,0.5,High
9073,2024-01-25,Indore,Bhopal,195,Leafy Greens,Refrigerated Truck,Standard,43.1,5.99,17.6,55,10.6,1,4,3.93,96,87.0,Low
9074,2024-06-01,Pune,Bengaluru,840,Poultry & Meat,Standard Truck,Standard,42.9,26.58,33.5,60,29.1,0,4,66.66,72,0.0,High
9075,2024-10-20,Guwahati,Kolkata,1000,Leafy Greens,Standard Truck,Basic,49.9,24.65,25.4,60,23.5,1,4,48.02,96,2.4,High
9076,2024-07-24,Ooty,Chennai,565,Tomatoes & Produce,Insulated Non-Refrigerated,Basic,53.7,12.71,29.7,75,26.4,10,15,14.52,168,137.0,Low
9077,2024-04-25,Guwahati,Kolkata,1000,Milk & Dairy,Refrigerated Truck,Standard,42.9,27.43,31.4,40,16.4,2,8,22.95,48,1.6,High
9078,2024-11-15,Ahmedabad,Mumbai,525,Milk & Dairy,Insulated Non-Refrigerated,Basic,43.8,18.06,21.8,55,20.9,2,8,23.23,48,0.0,High
9079,2024-02-17,Indore,Bhopal,195,Leafy Greens,Standard Truck,Basic,39.0,8.75,22.4,57,21.0,1,4,14.86,96,63.9,Low
9080,2024-10-23,Ludhiana,Delhi,310,Leafy Greens,Insulated Non-Refrigerated,Standard,49.4,8.52,26.3,60,18.0,1,4,11.93,96,51.9,Low
9081,2024-02-18,Vijayawada,Chennai,440,Pharma (Vaccines),Refrigerated Truck,Standard,50.6,15.03,22.3,50,15.2,2,8,10.84,240,205.3,Low
9082,2024-10-30,Coimbatore,Kochi,190,Tomatoes & Produce,Standard Truck,Standard,50.5,4.98,21.5,86,20.5,10,15,2.74,168,165.7,Low
9083,2024-06-21,Nashik,Mumbai,180,Pharma (Vaccines),Standard Truck,Standard,39.1,8.47,34.9,60,30.7,2,8,19.2,240,154.1,Low
9084,2024-05-19,Indore,Bhopal,195,Milk & Dairy,Refrigerated Truck,Standard,49.1,10.38,35.6,35,18.5,2,8,10.95,48,22.8,Low
9085,2024-02-04,Kolkata,Patna,585,Tomatoes & Produce,Refrigerated Truck,Standard,47.4,17.52,19.5,46,15.0,10,15,0.04,168,145.7,Low
9086,2024-10-17,Ludhiana,Delhi,310,Bakery,Insulated Non-Refrigerated,Standard,55.0,8.62,26.3,60,23.5,10,20,3.02,48,35.0,Low
9087,2024-09-28,Vijayawada,Chennai,440,Frozen Goods,Standard Truck,Premium (Insulated + Gel Packs),45.7,12.32,29.3,70,20.1,-20,-12,39.54,720,621.6,Low
9088,2024-08-31,Nashik,Mumbai,180,Milk & Dairy,Refrigerated Truck,Premium (Insulated + Gel Packs),40.1,11.97,30.9,78,9.3,2,8,1.51,48,35.8,Low
9089,2024-08-06,Kolkata,Patna,585,Leafy Greens,Standard Truck,Standard,54.1,13.32,30.8,78,26.8,1,4,30.39,96,18.3,Medium
9090,2024-04-17,Ahmedabad,Mumbai,525,Leafy Greens,Insulated Non-Refrigerated,Standard,39.0,14.64,35.3,31,27.4,1,4,34.31,96,2.2,High
9091,2024-06-26,Guwahati,Kolkata,1000,Pharma (Vaccines),Refrigerated Truck,Premium (Insulated + Gel Packs),52.0,23.58,32.4,60,11.6,2,8,8.51,240,162.4,Low
9092,2024-02-09,Ludhiana,Delhi,310,Poultry & Meat,Insulated Non-Refrigerated,Standard,40.2,13.24,21.3,50,16.9,0,4,17.14,72,25.6,Medium
9093,2024-11-29,Ludhiana,Delhi,310,Leafy Greens,Insulated Non-Refrigerated,Standard,46.4,10.46,22.3,55,15.6,1,4,12.09,96,60.9,Low
9094,2024-06-03,Kolkata,Patna,585,Seafood,Refrigerated Truck,Standard,44.6,17.98,34.8,60,15.3,0,4,20.37,36,0.0,High
9095,2024-09-15,Guwahati,Kolkata,1000,Milk & Dairy,Refrigerated Truck,Premium (Insulated + Gel Packs),38.4,28.86,27.4,70,11.6,2,8,10.5,48,0.0,High
9096,2024-06-02,Ahmedabad,Mumbai,525,Seafood,Refrigerated Truck,Basic,49.8,13.53,32.8,60,25.1,0,4,28.57,36,2.7,High
9097,2024-08-09,Nagpur,Hyderabad,500,Tomatoes & Produce,Insulated Non-Refrigerated,Basic,51.4,17.61,30.1,78,27.6,10,15,22.27,168,106.9,Low
9098,2024-12-05,Vijayawada,Chennai,440,Bakery,Refrigerated Truck,Standard,54.6,14.03,19.3,55,16.2,10,20,0.0,48,27.7,Low
9099,2024-10-03,Ludhiana,Delhi,310,Tomatoes & Produce,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),38.7,12.31,26.3,60,21.1,10,15,7.5,168,145.9,Low
9100,2024-06-09,Guwahati,Kolkata,1000,Frozen Goods,Standard Truck,Standard,45.0,28.5,32.4,60,26.7,-20,-12,110.18,720,555.1,Low
9101,2024-04-12,Vijayawada,Chennai,440,Poultry & Meat,Refrigerated Truck,Basic,49.0,11.06,33.3,40,24.9,0,4,23.05,72,7.7,High
9102,2024-07-31,Ooty,Chennai,565,Seafood,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),47.2,17.04,27.1,71,13.8,0,4,16.7,36,0.7,High
9103,2024-07-24,Ooty,Chennai,565,Frozen Goods,Insulated Non-Refrigerated,Standard,49.6,13.14,29.7,75,18.6,-20,-12,40.18,720,667.5,Low
9104,2024-05-08,Ahmedabad,Mumbai,525,Poultry & Meat,Standard Truck,Standard,48.6,18.78,35.8,35,30.8,0,4,50.35,72,0.0,High
9105,2024-11-15,Kolkata,Patna,585,Leafy Greens,Refrigerated Truck,Standard,45.1,15.01,23.8,55,12.4,1,4,12.57,96,43.8,Low
9106,2024-09-20,Kolkata,Patna,585,Frozen Goods,Standard Truck,Premium (Insulated + Gel Packs),50.0,16.18,29.8,70,21.4,-20,-12,54.03,720,687.4,Low
9107,2024-08-20,Pune,Bengaluru,840,Bakery,Insulated Non-Refrigerated,Standard,51.6,20.11,29.5,78,24.0,10,20,8.04,48,16.7,Medium
9108,2024-12-09,Pune,Bengaluru,840,Bakery,Refrigerated Truck,Standard,39.5,23.53,18.5,55,17.4,10,20,0.0,48,11.9,Medium
9109,2024-10-07,Nagpur,Hyderabad,500,Frozen Goods,Refrigerated Truck,Basic,48.8,15.92,27.1,60,15.5,-20,-12,43.75,720,637.1,Low
9110,2024-04-02,Pune,Bengaluru,840,Tomatoes & Produce,Refrigerated Truck,Standard,40.8,25.06,32.5,40,21.7,10,15,16.83,168,114.4,Low
9111,2024-01-10,Nagpur,Hyderabad,500,Leafy Greens,Standard Truck,Standard,50.4,14.33,19.1,55,16.5,1,4,17.97,96,69.5,Low
9112,2024-11-17,Vijayawada,Chennai,440,Bakery,Standard Truck,Basic,51.4,10.04,23.3,55,24.0,10,20,3.99,48,30.3,Low
9113,2024-12-26,Kolkata,Patna,585,Pharma (Vaccines),Refrigerated Truck,Premium (Insulated + Gel Packs),41.1,19.32,19.8,55,7.5,2,8,0.0,240,227.7,Low
9114,2024-09-21,Pune,Bengaluru,840,Seafood,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),49.7,19.48,28.5,70,17.7,0,4,26.62,36,1.2,High
9115,2024-04-05,Vijayawada,Chennai,440,Poultry & Meat,Standard Truck,Standard,39.8,12.16,33.3,40,29.2,0,4,30.67,72,0.0,High
9116,2024-10-22,Kolkata,Patna,585,Milk & Dairy,Standard Truck,Standard,45.0,15.68,27.8,60,23.1,2,8,23.64,48,3.7,High
9117,2024-09-12,Indore,Bhopal,195,Tomatoes & Produce,Insulated Non-Refrigerated,Standard,53.3,7.9,27.6,70,24.0,10,15,7.14,168,178.7,Low
9118,2024-04-19,Coimbatore,Kochi,190,Tomatoes & Produce,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),44.2,10.27,31.1,40,26.2,10,15,11.54,168,117.0,Low
9119,2024-12-04,Vijayawada,Chennai,440,Frozen Goods,Insulated Non-Refrigerated,Basic,45.6,14.35,19.3,55,13.6,-20,-12,36.71,720,673.9,Low
9120,2024-08-27,Guwahati,Kolkata,1000,Seafood,Standard Truck,Basic,53.9,24.39,28.4,78,25.0,0,4,51.35,36,0.0,High
9121,2024-05-17,Nashik,Mumbai,180,Pharma (Vaccines),Standard Truck,Premium (Insulated + Gel Packs),50.6,9.32,37.9,35,31.8,2,8,22.14,240,137.1,Low
9122,2024-11-22,Jaipur,Delhi,280,Frozen Goods,Standard Truck,Basic,48.9,11.25,23.3,55,20.3,-20,-12,36.34,720,654.5,Low
9123,2024-09-29,Vijayawada,Chennai,440,Seafood,Insulated Non-Refrigerated,Standard,46.3,15.61,29.3,70,21.1,0,4,26.66,36,2.4,High
9124,2024-11-10,Kolkata,Patna,585,Frozen Goods,Insulated Non-Refrigerated,Basic,48.5,16.59,23.8,55,20.4,-20,-12,53.82,720,652.7,Low
9125,2024-08-10,Nagpur,Hyderabad,500,Pharma (Vaccines),Refrigerated Truck,Premium (Insulated + Gel Packs),41.5,18.22,30.1,78,10.6,2,8,4.65,240,190.2,Low
9126,2024-10-16,Vijayawada,Chennai,440,Leafy Greens,Standard Truck,Basic,52.8,10.84,27.3,60,23.7,1,4,21.33,96,53.4,Low
9127,2024-11-16,Kolkata,Patna,585,Milk & Dairy,Refrigerated Truck,Standard,40.8,21.36,22.8,56,12.1,2,8,8.71,48,0.4,High
9128,2024-01-31,Nagpur,Hyderabad,500,Bakery,Standard Truck,Basic,54.8,12.09,19.1,55,20.0,10,20,0.0,48,39.6,Low
9129,2024-09-24,Pune,Bengaluru,840,Poultry & Meat,Standard Truck,Basic,45.5,20.71,28.5,70,25.6,0,4,44.66,72,0.0,High
9130,2024-04-12,Ludhiana,Delhi,310,Bakery,Insulated Non-Refrigerated,Standard,48.7,11.99,32.3,40,26.4,10,20,7.7,48,24.9,Low
9131,2024-07-05,Ahmedabad,Mumbai,525,Pharma (Vaccines),Refrigerated Truck,Standard,54.2,15.97,29.8,75,16.6,2,8,13.66,240,160.1,Low
9132,2024-08-24,Pune,Bengaluru,840,Bakery,Standard Truck,Standard,42.7,22.87,23.4,89,24.9,10,20,11.29,48,19.5,Low
9133,2024-03-16,Coimbatore,Kochi,190,Milk & Dairy,Insulated Non-Refrigerated,Basic,47.1,6.77,25.1,45,23.1,2,8,10.22,48,10.0,Medium
9134,2024-05-03,Vijayawada,Chennai,440,Frozen Goods,Refrigerated Truck,Premium (Insulated + Gel Packs),43.9,17.16,37.3,35,-6.4,-20,-12,9.53,720,644.3,Low
9135,2024-03-18,Guwahati,Kolkata,1000,Leafy Greens,Standard Truck,Basic,54.6,21.59,25.4,45,23.5,1,4,42.16,96,0.0,High
9136,2024-12-16,Jaipur,Delhi,280,Seafood,Standard Truck,Basic,53.9,6.93,19.3,55,18.8,0,4,10.24,36,1.0,High
9137,2024-06-02,Ahmedabad,Mumbai,525,Frozen Goods,Insulated Non-Refrigerated,Basic,41.4,18.01,32.8,60,27.7,-20,-12,71.53,720,669.7,Low
9138,2024-08-10,Pune,Bengaluru,840,Bakery,Standard Truck,Standard,53.2,22.36,29.5,78,26.4,10,20,14.25,48,0.0,High
9139,2024-07-29,Ludhiana,Delhi,310,Frozen Goods,Refrigerated Truck,Standard,41.5,8.56,30.3,75,6.8,-20,-12,16.13,720,759.8,Low
9140,2024-06-12,Ahmedabad,Mumbai,525,Tomatoes & Produce,Standard Truck,Premium (Insulated + Gel Packs),45.2,16.22,32.8,60,27.0,10,15,19.44,168,131.8,Low
9141,2024-02-02,Indore,Bhopal,195,Seafood,Standard Truck,Basic,38.1,11.71,20.6,50,21.2,0,4,20.2,36,0.0,High
9142,2024-11-20,Ludhiana,Delhi,310,Poultry & Meat,Standard Truck,Premium (Insulated + Gel Packs),46.6,11.88,17.0,69,15.0,0,4,13.01,72,15.6,Medium
9143,2024-04-14,Guwahati,Kolkata,1000,Pharma (Vaccines),Refrigerated Truck,Standard,49.9,26.19,31.4,40,16.4,2,8,22.04,240,141.8,Low
9144,2024-07-30,Coimbatore,Kochi,190,Leafy Greens,Insulated Non-Refrigerated,Basic,52.3,8.05,29.1,75,26.0,1,4,17.7,96,55.3,Low
9145,2024-05-16,Ahmedabad,Mumbai,525,Milk & Dairy,Standard Truck,Standard,52.5,14.74,34.1,53,29.4,2,8,31.61,48,0.0,High
9146,2024-05-26,Guwahati,Kolkata,1000,Seafood,Insulated Non-Refrigerated,Standard,53.7,25.67,35.4,35,25.5,0,4,55.23,36,0.0,High
9147,2024-11-26,Ooty,Chennai,565,Milk & Dairy,Standard Truck,Standard,48.2,18.33,23.8,82,20.5,2,8,22.94,48,3.6,High
9148,2024-03-23,Indore,Bhopal,195,Seafood,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),42.9,7.2,25.6,45,15.5,0,4,8.28,36,1.3,High
9149,2024-05-11,Nagpur,Hyderabad,500,Leafy Greens,Insulated Non-Refrigerated,Basic,41.5,19.15,37.1,35,32.8,1,4,55.22,96,0.0,High
9150,2024-12-17,Indore,Bhopal,195,Pharma (Vaccines),Refrigerated Truck,Standard,40.7,10.79,17.6,55,12.7,2,8,5.08,240,213.5,Low
9151,2024-11-03,Coimbatore,Kochi,190,Frozen Goods,Standard Truck,Basic,51.0,5.44,21.1,55,17.7,-20,-12,16.18,720,695.9,Low
9152,2024-04-30,Ooty,Chennai,565,Milk & Dairy,Refrigerated Truck,Standard,39.3,17.77,31.7,40,15.4,2,8,13.08,48,18.4,Medium
9153,2024-07-26,Jaipur,Delhi,280,Milk & Dairy,Insulated Non-Refrigerated,Standard,45.8,13.26,31.3,75,24.2,2,8,21.52,48,0.0,High
9154,2024-05-02,Jaipur,Delhi,280,Pharma (Vaccines),Standard Truck,Standard,49.2,8.68,37.3,35,32.5,2,8,21.26,240,152.5,Low
9155,2024-02-28,Nashik,Mumbai,180,Pharma (Vaccines),Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),47.2,7.16,22.9,50,13.7,2,8,4.11,240,201.4,Low
9156,2024-03-17,Pune,Bengaluru,840,Frozen Goods,Refrigerated Truck,Standard,44.5,23.32,30.7,26,5.6,-20,-12,41.03,720,626.6,Low
9157,2024-04-08,Guwahati,Kolkata,1000,Milk & Dairy,Insulated Non-Refrigerated,Basic,53.5,21.79,27.3,58,23.9,2,8,34.64,48,0.0,High
9158,2024-01-15,Indore,Bhopal,195,Pharma (Vaccines),Standard Truck,Standard,46.1,7.35,17.6,55,15.9,2,8,5.84,240,189.1,Low
9159,2024-05-05,Ooty,Chennai,565,Milk & Dairy,Insulated Non-Refrigerated,Standard,43.9,17.2,35.7,35,26.5,2,8,31.85,48,0.9,High
9160,2024-06-07,Vijayawada,Chennai,440,Tomatoes & Produce,Standard Truck,Premium (Insulated + Gel Packs),45.6,13.5,34.3,60,29.6,10,15,19.73,168,120.4,Low
9161,2024-08-25,Ahmedabad,Mumbai,525,Milk & Dairy,Refrigerated Truck,Basic,53.8,12.55,26.1,89,19.2,2,8,14.02,48,0.0,High
9162,2024-09-05,Indore,Bhopal,195,Milk & Dairy,Insulated Non-Refrigerated,Standard,45.8,6.55,27.6,70,21.4,2,8,8.75,48,7.0,High
9163,2024-10-13,Indore,Bhopal,195,Poultry & Meat,Refrigerated Truck,Basic,42.0,10.44,25.6,60,18.2,0,4,14.79,72,27.4,Medium
9164,2024-08-11,Pune,Bengaluru,840,Bakery,Refrigerated Truck,Premium (Insulated + Gel Packs),54.8,18.91,29.5,78,17.4,10,20,0.0,48,29.0,Low
9165,2024-08-04,Pune,Bengaluru,840,Tomatoes & Produce,Insulated Non-Refrigerated,Basic,42.8,23.34,25.1,78,22.8,10,15,18.17,168,95.0,Low
9166,2024-11-27,Vijayawada,Chennai,440,Bakery,Standard Truck,Basic,50.3,13.01,23.3,55,24.0,10,20,5.17,48,21.8,Low
9167,2024-01-19,Pune,Bengaluru,840,Seafood,Standard Truck,Premium (Insulated + Gel Packs),45.7,22.66,18.5,55,15.6,0,4,26.24,36,0.9,High
9168,2024-04-13,Guwahati,Kolkata,1000,Leafy Greens,Insulated Non-Refrigerated,Standard,48.6,23.7,31.4,40,21.9,1,4,42.35,96,0.0,High
9169,2024-03-22,Ludhiana,Delhi,310,Seafood,Insulated Non-Refrigerated,Standard,39.7,10.13,26.3,45,20.0,0,4,16.19,36,0.0,High
9170,2024-05-19,Pune,Bengaluru,840,Milk & Dairy,Standard Truck,Basic,43.0,26.86,36.5,35,34.4,2,8,70.85,48,0.0,High
9171,2024-03-10,Guwahati,Kolkata,1000,Bakery,Refrigerated Truck,Basic,41.4,28.58,25.4,45,22.3,10,20,6.62,48,20.4,Low
9172,2024-01-15,Indore,Bhopal,195,Poultry & Meat,Refrigerated Truck,Standard,51.3,11.37,17.6,55,7.2,0,4,3.63,72,43.8,Low
9173,2024-05-12,Indore,Bhopal,195,Milk & Dairy,Refrigerated Truck,Standard,53.1,5.55,35.6,35,21.2,2,8,7.34,48,16.3,Medium
9174,2024-05-22,Vijayawada,Chennai,440,Bakery,Refrigerated Truck,Premium (Insulated + Gel Packs),41.3,13.65,37.3,35,17.4,10,20,0.0,48,40.4,Low
9175,2024-12-03,Ooty,Chennai,565,Seafood,Refrigerated Truck,Premium (Insulated + Gel Packs),39.1,18.24,17.7,55,4.1,0,4,0.17,36,20.4,Low
9176,2024-10-08,Ahmedabad,Mumbai,525,Frozen Goods,Insulated Non-Refrigerated,Standard,54.4,14.9,25.8,60,11.3,-20,-12,34.71,720,640.4,Low
9177,2024-03-31,Ahmedabad,Mumbai,525,Milk & Dairy,Refrigerated Truck,Premium (Insulated + Gel Packs),38.4,14.69,25.8,45,8.9,2,8,1.31,48,26.9,Low
9178,2024-11-25,Pune,Bengaluru,840,Leafy Greens,Refrigerated Truck,Standard,45.4,25.03,22.5,55,11.0,1,4,17.42,96,34.4,Medium
9179,2024-01-22,Ooty,Chennai,565,Bakery,Standard Truck,Premium (Insulated + Gel Packs),54.5,12.64,17.7,55,18.2,10,20,0.0,48,36.1,Low
9180,2024-09-05,Nagpur,Hyderabad,500,Seafood,Standard Truck,Standard,52.7,14.95,29.1,70,24.3,0,4,30.36,36,0.0,High
9181,2024-01-11,Kolkata,Patna,585,Leafy Greens,Standard Truck,Standard,51.8,15.12,19.8,55,18.0,1,4,21.21,96,29.5,Medium
9182,2024-01-29,Guwahati,Kolkata,1000,Tomatoes & Produce,Refrigerated Truck,Premium (Insulated + Gel Packs),39.6,31.14,17.4,55,14.1,10,15,0.0,168,120.7,Low
9183,2024-02-12,Ludhiana,Delhi,310,Leafy Greens,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),44.0,13.08,21.3,50,13.5,1,4,12.41,96,52.4,Low
9184,2024-06-09,Coimbatore,Kochi,190,Tomatoes & Produce,Standard Truck,Premium (Insulated + Gel Packs),45.9,11.67,32.1,60,30.2,10,15,17.73,168,123.3,Low
9185,2024-11-04,Guwahati,Kolkata,1000,Leafy Greens,Refrigerated Truck,Standard,38.3,31.78,21.4,55,10.2,1,4,19.8,96,52.9,Low
9186,2024-06-01,Ooty,Chennai,565,Milk & Dairy,Refrigerated Truck,Basic,54.8,16.89,32.7,60,26.9,2,8,31.93,48,3.8,High
9187,2024-02-02,Ooty,Chennai,565,Bakery,Insulated Non-Refrigerated,Basic,45.0,13.92,20.7,50,19.8,10,20,0.0,48,35.2,Low
9188,2024-07-27,Kolkata,Patna,585,Leafy Greens,Refrigerated Truck,Basic,47.7,17.31,31.8,75,25.9,1,4,37.87,96,0.0,High
9189,2024-07-05,Nagpur,Hyderabad,500,Tomatoes & Produce,Refrigerated Truck,Standard,53.6,14.84,28.3,74,19.9,10,15,7.31,168,142.9,Low
9190,2024-12-09,Ooty,Chennai,565,Seafood,Insulated Non-Refrigerated,Basic,47.3,13.01,17.7,55,16.4,0,4,16.14,36,0.0,High
9191,2024-12-02,Nagpur,Hyderabad,500,Milk & Dairy,Standard Truck,Standard,39.0,16.17,19.1,55,16.5,2,8,13.8,48,6.8,High
9192,2024-02-16,Indore,Bhopal,195,Leafy Greens,Standard Truck,Standard,43.5,9.97,20.6,50,19.2,1,4,15.14,96,34.7,Medium
9193,2024-07-22,Ooty,Chennai,565,Poultry & Meat,Insulated Non-Refrigerated,Standard,44.5,14.89,29.7,75,19.2,0,4,22.57,72,31.2,Low
